Number,Opened,Short description,Assignment group,Created Month,Functional Area,IAC affected,OneERP Country / Entities Impacted
INC0265043,24-09-2024 17:03,MITO - China - VAT issue,L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,Multiple
INC0265388,27-09-2024 15:51,EDI820 - SDM - The Entry posted in SAP was incorrect.,L2 - OneERP - S/4 HANA - R2R,Sep-24,Procure to Pay,,Canada
INC0265178,25-09-2024 19:58,Conta Contábil INSS,L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,Brazil
INC0265340,26-09-2024 22:49,Need VAT Number for the invoice #1800010173,L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,Multiple
INC0263907,11-09-2024 22:03,Invoice date is not reflecting correctly in SAP,L2 - OneERP - S/4 HANA - R2R,Sep-24,Order to Cash,,Multiple
INC0263900,11-09-2024 20:35,MAG GRNI report mismatch,L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,Switzerland
INC0263005,03-09-2024 19:39,SPED EFD (ICMS) IS NOT RECORDING ALL INVOICES,L2 - OneERP - S/4 HANA - R2R,Sep-24,Order to Cash,,Brazil
INC0265180,25-09-2024 20:01,Contas Contabéis,L2 - OneERP - S/4 HANA - R2R,Sep-24,"Tax, Procure to Pay",,Brazil
INC0263618,09-09-2024 18:51,ONE ERP W4 ITALY - ISSUE ON RUNNING PAYMENT PROPOSAL FOR VENDORS,L2 - OneERP - S/4 HANA - R2R,Sep-24,"Order to Cash, Procure to Pay",,Italy
INC0264361,17-09-2024 16:47,report DAS2 - WHT not working,L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,France
INC0260458,07-08-2024 10:49,Access Error in SAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Technical,,Japan
INC0261466,15-08-2024 17:31,App 125 - Call note search displaying Oracle error,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Technical,,Multiple
INC0262397,27-08-2024 19:22,access to ME22N,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Procure to Pay,,Finland
INC0260640,08-08-2024 15:53,W5 Brasil FFID,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Order to Cash,,Brazil
INC0262374,27-08-2024 15:57,SAP issue,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Technical,,Australia
INC0262379,27-08-2024 16:26,SAP O2C Purchase order access right,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Procure to Pay,,Finland
INC0261316,13-08-2024 20:55,Robert is unable to access QS4-600,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Technical,,Multiple
INC0260538,07-08-2024 20:24,QS4-400 Password reset,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Technical,,Service Entities
INC0260315,06-08-2024 17:24,W5 ONEERP - FFID NEEDED,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Procure to Pay,,Belgium
INC0260352,06-08-2024 19:45,OneERP W5 Brazil - Failed sales RETURNS interface SHPCON iDocs received from DHL_BR are missing material BATCH NUMBERS. DHL_BR unable to resend due to error at their end.,L2 - OneERP - S/4 HANA - Roles and Authorisations,Aug-24,Supply Chain,,Brazil
INC0257663,11-07-2024 14:20,SAP posting issue,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jul-24,Procure to Pay,,Korea
INC0258974,24-07-2024 16:06,Please reset password in PS4,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jul-24,Record to Report,,Multiple
INC0256559,01-07-2024 16:52,SAP Login Issue,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jul-24,Technical,,Multiple
INC0254600,11-06-2024 16:43,INC0254148__AT01 Employee ALEKSANDR VASILEV PR AGENCIJA ZA KONSALTING -WAVE 3,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,,,
INC0253954,04-06-2024 17:49,Need access to FFID for the below user in the PS4 400 system to Implement Compliant Account & Password Policy in SAP NetWeaver AS ABAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,Technical,,Multiple
INC0254547,10-06-2024 23:45,Need access to all PO document Type in QS4-600 and PS4-600,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,Procure to Pay,,Australia
INC0254805,12-06-2024 21:18,W2 - Canada - SAP PS4 Production - User ID is Locked for DANNYZ,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,Technical,,Canada
INC0255607,20-06-2024 20:50,Location cannot be moved. Please activate all locations so that you can move.,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,Supply Chain,,Korea
INC0253866,03-06-2024 18:31,No log on details for MDG and need to approve customer creation,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,Order to Cash,,Multiple
INC0255720,21-06-2024 19:13,Password Reset SAP - PS4 400,L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,,,
INC0253947,04-06-2024 16:40,"As SAP suggested, need to be change the security parameters in the PS4 system.",L2 - OneERP - S/4 HANA - Roles and Authorisations,Jun-24,Technical,,Multiple
INC0253447,29-05-2024 14:43,"All users need to be lock except Basis and security in SS4 system, because SS4 will be decommissioning soon",L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Technical,,Multiple
INC0251942,10-05-2024 23:18,Change request - With draw,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Procure to Pay,,Service Entities
INC0253347,28-05-2024 14:01,I dint receive full Access for SAP which i have raised earlier RITM0175176. could you please mirror the access related to Parul (PSH12).,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Record to Report,,Australia
INC0251166,02-05-2024 16:55,Need to extend the validity of the below user ID in the PS4 400 system until 7th May 2024,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Technical,,Multiple
INC0252332,15-05-2024 18:16,SAP: Unable to login to SAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Procure to Pay,,Service Entities
INC0252468,16-05-2024 16:20,SAP account was deactivated. Please reactivate ASAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Supply Chain,,Germany
INC0253587,30-05-2024 17:06,Unable to login to SAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Technical,,Service Entities
INC0252249,14-05-2024 22:41,Unable to login SAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Technical,,Multiple
INC0252319,15-05-2024 17:29,authorisation error when MDG CR needs to be withdrawn,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Procure to Pay,,Service Entities
INC0252296,15-05-2024 16:09,SAP Login,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Technical,,Germany
INC0253343,28-05-2024 13:13,"Need to unlock and reset the password for DS4-(100,400),QS4-(400,500,600),SS4-(400,700),PS4-400 system for the below user ID",L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Technical,,Multiple
INC0252903,21-05-2024 18:27,RIF. TICKET RITM0178588 - Descrizione: OneERP - Modifica utente : S/4 HANA & MDG - Patrizia Ferreri,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Order to Cash,,Italy
INC0251046,01-05-2024 16:19,Need to extend the validity of the below user ID in the QS4 400 system for 7 days.,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Cross Functional,,Multiple
INC0251233,03-05-2024 00:16,Password reset in QS4.400 system.,L2 - OneERP - S/4 HANA - Roles and Authorisations,May-24,Record to Report,,Multiple
INC0268993,05-11-2024 01:37,"Hello, I have forgotten my password to SAP ERP and cannot log in",L2 - OneERP - S/4 HANA - Roles and Authorisations,Nov-24,Record to Report,,Service Entities
INC0268927,04-11-2024 18:43,Wave 5 - Southafrica - ZA01 - Unable to Clear Transactions,L2 - OneERP - S/4 HANA - Roles and Authorisations,Nov-24,Record to Report,,South Africa
INC0267546,16-10-2024 22:31,Reset QS4-400,L2 - OneERP - S/4 HANA - Roles and Authorisations,Oct-24,Record to Report,,Multiple
INC0268384,28-10-2024 18:16,Please provide me FFI'd access to my user ,L2 - OneERP - S/4 HANA - Roles and Authorisations,Oct-24,Record to Report,,Multiple
INC0266754,10-10-2024 00:30,Reset password for QS4 400 - SAP GUI,L2 - OneERP - S/4 HANA - Roles and Authorisations,Oct-24,Technical,,Multiple
INC0266601,08-10-2024 23:24,Wave 1 - Sapin - Email addresses for Movianto (our Wharehouse) are experiencing issues in accessing to SAP System. ,L2 - OneERP - S/4 HANA - Roles and Authorisations,Oct-24,Technical,,Spain
INC0267277,14-10-2024 19:36,Required access to running Advance Tax Reports & DRC reports in PS4 system to proactively detect issues,L2 - OneERP - S/4 HANA - Roles and Authorisations,Oct-24,Record to Report,,Multiple
INC0263458,06-09-2024 23:28,FW: Fw: Extending Clement Okafo,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Technical,,Multiple
INC0265303,26-09-2024 18:08,Please reset password in QS4-600.,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Technical,,Multiple
INC0264490,18-09-2024 21:48,Reset QS4-600 for BGO02,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Record to Report,,Multiple
INC0262898,02-09-2024 23:03,OneERP_QS4-600_Cant login from today,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Technical,,Multiple
INC0263842,11-09-2024 15:40,Unable to log in to SAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Technical,,UAE
INC0264012,12-09-2024 20:21,Unable to log into SAP,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Technical,,Multiple
INC0265049,24-09-2024 17:27,Not able to logoin PS4 sytem please reset password,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Technical,,Multiple
INC0262891,02-09-2024 21:30,OneERP_Cant login in DS4-100 SAP client,L2 - OneERP - S/4 HANA - Roles and Authorisations,Sep-24,Technical,,Multiple
INC0261555,16-08-2024 16:45,ABAP Dumps created in the PS4 system on 15.08.2024 with ID BRREN09,L2 - OneERP - Technical,Aug-24,Cross Functional,,Austria
INC0257999,15-07-2024 17:05,Display supplier list not reflecting the correct posting block/purchasing block status once it is exported in excel,L2 - OneERP - Technical,Jul-24,Supply Chain,,Service Entities
INC0259206,26-07-2024 15:10,ERP - SAP error message,L2 - OneERP - Technical,Jul-24,Order to Cash,,Germany
INC0257283,08-07-2024 14:36,Z_OTC_ZOTCGL_CR337_CUSTINVOIC_W3 job got failed due to call function not found.,L2 - OneERP - Technical,Jul-24,Order to Cash,,Multiple
INC0259612,30-07-2024 21:49,ONE ERP: RIBA MAPPING FOR REPORTING,L2 - OneERP - Technical,Jul-24,"Technical, Record to Report",,Italy
INC0256595,01-07-2024 21:38,Daily stock files from SAP showing incorrect stock date - Please assign to OneERP team,L2 - OneERP - Technical,Jul-24,Procure to Pay,,Service Entities
INC0257540,10-07-2024 15:59,Z_OTC_DEL_RVV50R10C_CA8A_CA8C job getting failed from 09/07/2024 19:15UTC onwards.,L2 - OneERP - Technical,Jul-24,"Order to Cash, Technical",,Canada
INC0255883,24-06-2024 17:09,Some of the invoice Mails not sent from the PS4 system,L2 - OneERP - Technical,Jun-24,Order to Cash,,Germany
INC0255912,24-06-2024 20:34,SPO_NUM range increase in PS4 000 client,L2 - OneERP - Technical,Jun-24,Technical,,Multiple
INC0255620,20-06-2024 22:58,AU01 - CTM - No remittance advises generated,L2 - OneERP - Technical,Jun-24,Record to Report,,Australia
INC0256180,26-06-2024 20:50,W3 - Germany - SAP attaching MUNDI_LOGO.png to emails to customers,L2 - OneERP - Technical,Jun-24,Order to Cash,,Germany
INC0253697,31-05-2024 17:45,Workday ID and Concur/SAP,L2 - OneERP - Technical,May-24,Record to Report,,Germany
INC0253725,31-05-2024 22:44,Statement on Vulnerability in SAP NetWeaver AS ABAP and ABAP Platform,L2 - OneERP - Technical,May-24,Technical,,Multiple
INC0251051,01-05-2024 16:55,ABAP dumps created in the PS4 system due to Z_OTC_DEL_RVV50R10C_CA8A_CA8C job,L2 - OneERP - Technical,May-24,"Order to Cash, Technical",,Canada
INC0269308,07-11-2024 17:43,Inactive runtime objects exist for the ABAP Dictionary objects. ,L2 - OneERP - Technical,Nov-24,Technical,,Tacca B.V.
INC0268765,01-11-2024 18:47,Wave 5 - MEA  - CH06_Credit note error,L2 - OneERP - Technical,Nov-24,Record to Report,,UAE
INC0267649,18-10-2024 02:17,Wave 5 - Brazil - NFe doc Nbr - 2762- Cannot be sent to SEFAZ - Ceriticate Issue,L2 - OneERP - Technical,Oct-24,Order to Cash,,Brazil
INC0268460,29-10-2024 18:28,REINF October Month support ,L2 - OneERP - Technical,Oct-24,Record to Report,,Brazil
INC0265893,02-10-2024 18:45,"User is unable to post in Bank statement in production due to lock, This is affecting monthend close. Please help.",L2 - OneERP - Technical,Oct-24,Record to Report,,UAE
INC0265667,01-10-2024 12:31,REINF September Month support ,L2 - OneERP - Technical,Oct-24,Record to Report,,Brazil
INC0265855,02-10-2024 15:54,"SOA email initiated from SAP today morning 8AM IST, but we still did not receive in our email box.",L2 - OneERP - Technical,Oct-24,Technical,,Multiple
INC0264548,19-09-2024 15:05,Wave 5 - South Africa - SAP Stock Multiple Materials Report Error,L2 - OneERP - Technical,Sep-24,Supply Chain,,South Africa
INC0265416,27-09-2024 19:46,WTH tax code not updated for Invoices of self employed suppliers in France,L2 - OneERP - Technical,Sep-24,Record to Report,,France
INC0264124,13-09-2024 22:30,OneERP - PBI File does not contain data for W5,L2 - OneERP - Technical,Sep-24,Technical,,Multiple
INC0265289,26-09-2024 16:49,Please change posting date for document 9400001596 in debug mode to 02.09.2024 and period to 09.,L2 - OneERP - Technical,Sep-24,Record to Report,,Brazil
INC0265346,27-09-2024 00:04,"Files from SAP application server are not reaching EDW, Some issue at CPI connection, Please check.",L2 - OneERP - Technical,Sep-24,Technical,,Brazil
INC0264266,16-09-2024 19:28,REINF August Month support ,L2 - OneERP - Technical,Sep-24,Record to Report,,Brazil
